Name,Volume
Burger Swap,"$      7,683,387.6248"
BitKan,"$        142,443.7558"
Dora Factory,"$      8,640,456.4465"
TABOO TOKEN,"$        101,240.6647"
Arianee,"$         49,232.4044"
Woodcoin,"$        134,293.1999"
ForTube,"$     13,308,200.3910"
BIDR,"$     64,216,000.8684"
Router Protocol,"$      2,286,882.4608"
Hacken Token,"$      1,714,297.4818"
SUKU,"$      5,621,716.4541"
MetagamZ,"$         63,999.6297"
Dovu,"$         46,036.3904"
Era Token (Era7),"$        988,465.6430"
LGCY Network,"$        302,227.8454"
Cellframe,"$        780,713.6967"
USDJ,"$      6,554,446.9820"
Rupiah Token,"$        473,916.0994"
Callisto Network,"$         30,355.5247"
LABEL Foundation,"$        531,317.3553"
GamerCoin,"$        425,502.9753"
StackOs,"$        375,968.1461"
TEMCO,"$        184,240.3095"
Woonkly Power,"$      3,644,386.6039"
Counterparty,"$        101,536.4318"
AirSwap,"$        633,570.0019"
v.systems,"$      1,831,136.3327"
Green Satoshi Token,"$     70,398,381.1830"
Xeno Token,"$      1,183,002.9328"
Stronghold Token,"$        136,003.9009"
ERC20,$            148.6110
Nexus,"$        493,249.1791"
Stratos,"$      1,517,702.6947"
Lossless,"$      2,890,630.9710"
AC Milan Fan Token,"$      6,829,628.0933"
Hiblocks,"$        140,895.8750"
Vertcoin,"$        283,345.8316"
ReddCoin,"$         39,715.2825"
Rubic,"$        925,855.2724"
Ternoa,"$        658,177.7379"
Zebec Protocol,"$      4,759,552.4327"
Cryptex Finance,"$      1,159,663.1752"
Dotmoovs,"$      4,987,359.6273"
Gamium,"$      6,002,984.1989"
Gods Unchained,"$     11,256,689.0426"
Inverse Finance,"$      2,026,403.2379"
VIDT Datalink,"$      3,763,274.5479"
DeFi Land,"$        153,458.1738"
TNC Coin,"$      1,477,394.2057"
Unifi Protocol DAO,"$     24,229,521.4025"
REVV,"$      6,445,936.5602"
Glitch,"$        341,896.8664"
Carbon,"$         38,588.6352"
Time New Bank,"$        361,052.5547"
UniCrypt,"$        381,446.1315"
Observer,"$        204,285.8974"
Soda Coin,"$        446,514.8642"
Lunar,"$      1,655,454.8022"
Hoge Finance,"$        183,906.4974"
Auto,"$      3,634,679.8092"
Ethereum Push Notification Service,"$      1,026,744.4329"
smARTOFGIVING,"$         11,305.9257"
Shiryo,"$        445,502.7528"
PearDAO,"$        334,328.4916"
LBRY Credits,"$         40,556.9939"
TokenClub,"$      4,092,875.8514"
Wing Finance,"$      3,571,515.2601"
Opulous,"$      3,415,683.6826"
Pendle,"$        841,262.6987"
Bitball Treasure,"$        154,950.2404"
Mogul Productions,"$        685,505.5829"
ChainGuardians,"$        715,098.3965"
Banano,"$        235,716.8870"
DeGate,"$        155,799.8408"
GPEX,"$         73,162.6369"
ChainX,"$      2,671,442.6950"
Santos FC Fan Token,"$      4,391,833.9057"
ProBit Token,"$         24,714.4510"
Birake,"$         68,935.0938"
Blockchain Brawlers,"$      3,455,647.5959"
Inter Milan Fan Token,"$      1,243,784.2947"
Goldfinch,"$        741,389.7315"
PAC Protocol,"$         74,652.6314"
PERL.eco,"$      2,850,158.4619"
Newton,"$         47,216.3157"
Obyte,"$          4,845.6386"
Fuse Network,"$      1,255,375.0639"
Epic Cash,"$         75,632.8618"
NFTrade,"$        340,606.6362"
Orion Money,"$      1,649,589.5452"
HyperCash,"$        514,836.5286"
PolkaFoundry,"$        500,042.9960"
AntiMatter Governance Token,"$      2,866,953.9402"
O3 Swap,"$      1,585,891.7641"
Retreeb,"$        401,673.9463"
FIBOS,"$        167,044.7158"
Nash,"$        148,466.6884"
NFTY Network,"$        735,691.4642"
Pallapay,"$        288,466.0552"
Visor.Finance,$              0.0000
Infinitecoin,$              0.0000
Cyclub,"$        987,091.6392"
Validity,"$        216,674.9253"
FOAM,"$         42,573.5512"
Atari Token,"$         48,065.4200"
Zigcoin,"$        344,038.9585"
ASTA,"$      1,356,039.7754"
Lotto,$              0.0000
Aventus,"$        344,828.8560"
Doge Dash,"$        424,924.7332"
Bitcoin 2,$            300.5849
Unisocks,"$         12,458.4412"
vEmpire DDAO,"$      4,877,818.3030"
Peercoin,"$          6,932.9401"
ShareToken,"$      1,519,016.8084"
EPIK Prime,"$      1,728,716.7986"
BullPerks,"$        333,655.5666"
PAID Network,"$        224,498.1424"
Kylin,"$        160,982.6285"
OpenOcean,"$      4,033,540.5196"
PIVX,"$        184,866.4313"
PRIZM,"$          1,974.2756"
Unicly CryptoPunks Collection,"$         50,894.6446"
Anchor,$              0.0000
Venus Reward Token,"$        191,623.6666"
Throne,"$      3,834,102.0705"
SORA,"$        918,888.0977"
apM Coin,"$        291,389.5034"
Sentivate,"$         40,718.9271"
MEET.ONE,$              4.1040
Arcblock,"$      1,752,206.4192"
Hot Cross,"$     13,672,565.3223"
BABB,"$        354,011.5886"
BigONE Token,$              0.0000
NerveNetwork,"$        174,502.8387"
Dragonchain,"$         52,405.0380"
Vivid Labs,"$        199,242.5510"
Project WITH,"$        553,905.0768"
Grin,"$        202,948.6415"
Huobi Pool Token,"$         72,850.6784"
#MetaHash,"$        333,075.3690"
Reflexer Ungovernance Token,"$         41,909.9710"
Pangolin,"$      2,473,893.2412"
Bread,"$        578,132.1789"
Spartan Protocol,"$        688,530.9195"
Populous,"$        331,671.8263"
TouchCon,$              2.7511
POA Network,$             13.4354
Bitcoin Private,$              9.5918
Exeedme,"$      1,046,963.1597"
Vesper,"$        144,210.3206"
Electra Protocol,"$         69,144.1093"
CWV Chain,$              0.0000
Stakeborg DAO,"$        174,714.8901"
Morpheus Labs,"$        142,573.8748"
MILC Platform,"$      1,027,878.4159"
Global Coin Research,$              0.0000
Polkamarkets,"$      5,587,036.1448"
Signum,"$         11,795.3981"
DSLA Protocol,"$        766,790.6376"
BLOCKv,"$          1,221.1476"
Oraichain,"$        622,023.3196"
Pawtocol,"$      2,047,112.4268"
Hamster,"$        329,336.6545"
K21,"$         97,834.2080"
Galatasaray Fan Token,"$        808,700.3048"
TE-FOOD,"$        137,079.1734"
Mint Club,"$      2,073,692.6058"
Shyft Network,"$        473,158.7765"
Raiden Network Token,"$         83,079.1463"
Mobility Coin,"$         36,583.6120"
JulSwap,"$      1,293,203.1039"
Mirrored Tesla,"$      1,910,995.8515"
Belt Finance,"$        297,579.0769"
APY.Finance,"$         54,980.1811"
Solrise Finance,"$         88,133.9132"
HAPI Protocol,"$      3,057,456.3222"
DAPS Coin,$             26.0248
Minter Network,$            281.4412
TriumphX,"$        173,563.8569"
Era Swap,"$         88,020.3076"
ProximaX,"$        100,284.1913"
Nebulas,"$      1,049,931.5884"
Sylo,"$        796,116.4358"
Particl,"$          1,909.8731"
SpiritSwap,"$        408,735.8781"
StrikeX,"$        280,430.7669"
PornRocket,"$        499,486.7369"
Ignis,"$        178,559.7953"
TrustVerse,"$        231,591.3301"
Receive Access Ecosystem,"$         15,990.0645"
Safe Haven,"$        229,504.5153"
Dacxi,"$        159,127.2776"
MultiVAC,"$      2,727,872.8840"
Govi,"$        588,758.4796"
StableXSwap,$            265.7352
SHILL Token,"$      3,965,572.2781"
Atletico De Madrid Fan Token,"$      1,312,091.3340"
Tokamak Network,"$      8,053,174.8702"
Tachyon Protocol,"$        262,101.9508"
Opacity,"$        136,793.5431"
Navcoin,"$        187,947.7607"
DIGG,"$         54,785.7412"
GoCrypto Token,"$         60,574.9877"
Primate,"$      1,055,644.7738"
Polychain Monsters,"$      3,075,686.9526"
Blocery,"$        240,568.5707"
Misbloc,"$        641,897.5849"
saffron.finance,"$        133,008.9558"
Kalmar,"$        238,604.9077"
MandoX V2,"$         11,112.4001"
BENQI,"$     15,935,074.1746"
WOM Protocol,"$        591,830.6404"
Kryptomon,"$        565,325.3438"
Poolz Finance,"$        399,385.0011"
Tokenomy,"$         11,148.8308"
UniLend,"$      2,441,868.2302"
BetU,"$        309,049.9183"
Abyss,"$        393,842.0197"
Konomi Network,"$      2,397,272.3689"
MahaDAO,"$        858,229.6593"
Monero Classic,"$         35,191.4600"
Xaya,"$         54,408.2109"
DeHub,"$         57,081.2906"
Infinity PAD,"$         28,991.1191"
Venus LTC,$              0.0000
CloakCoin,"$          3,709.6003"
ChangeNOW Token,$            600.9947
BHPCoin,"$         54,909.4361"
Deri Protocol,"$        349,931.0008"
Dexlab,"$        132,739.4716"
BitNautic Token,"$         10,919.3063"
LikeCoin,"$         40,615.9153"
Zynecoin,"$         21,024.8540"
Hegic,"$        699,819.3481"
BnkToTheFuture,"$         28,046.5188"
Safex Token,$              0.3054
Tulip Protocol,"$        371,607.1527"
ONSTON,"$     11,121,738.0107"
MCDEX Token,"$        433,687.5929"
Jupiter,"$        480,129.2056"
Mirrored iShares Silver Trust,"$      1,118,304.2594"
Mirrored Apple,"$      2,451,537.3359"
Wabi,"$      1,150,183.6456"
GameCredits,"$         98,464.3646"
Only1,"$        712,091.8473"
Modefi,"$        285,670.3814"
Darwinia Network,"$      1,262,746.0227"
SwftCoin,"$      4,375,712.3075"
Vidya,"$         62,274.0837"
Swop,"$         45,120.2383"
Robonomics.network,"$        571,254.4088"
NFT Art Finance,"$        782,687.9240"
Lithium,"$      1,805,019.1567"
AAX Token,"$        724,802.1828"
Cardstack,"$        270,145.6253"
Emirex Token,"$         33,206.3504"
Dentacoin,"$        189,912.3866"
STEM CELL COIN,"$         31,053.3364"
Torum,"$        850,772.0790"
Linker Coin,"$          1,057.8126"
ZooKeeper,"$        431,763.7106"
Mobilian Coin,$              0.0000
dHedge DAO,"$        128,323.9398"
Ispolink,"$      3,707,845.1658"
Mirrored Invesco QQQ Trust,"$      2,309,784.4011"
Swash,"$      3,284,381.3901"
Zano,$            520.2821
PolkaBridge,"$      2,023,862.3846"
Valor Token,"$        280,336.9096"
Venus DAI,$              0.0000
ACENT,"$      1,492,495.4765"
ROOBEE,"$        569,116.3972"
Venus SXP,$              0.0000
Agoras: Currency of Tau,"$          4,650.7076"
Smart MFG,"$         91,901.4831"
Shopping,"$      1,057,496.8963"
DAFI Protocol,"$        519,341.6837"
Internxt,"$        372,446.0039"
Genaro Network,"$      1,214,395.2934"
Chainge,"$        605,696.2570"
The HUSL,"$      1,173,376.3697"
Gameswap,"$      1,777,238.8337"
BOLT,"$        216,470.3985"
Metaverse ETP,"$         22,566.9963"
SIDUS,"$        817,689.9824"
Trabzonspor Fan Token,"$      2,480,703.7001"
All Sports,"$      1,980,228.8564"
Shirtum,"$         95,763.9650"
GAMEE,"$      1,701,016.3011"
IQeon,"$         94,579.8019"
GATE,$              0.0000
Venus LINK,$              0.0000
Dogs Of Elon,"$      1,103,872.1317"
Waves Enterprise,"$        279,967.2399"
Blockchain Monster Hunt,"$        526,234.6147"
Ambrosus,"$        132,878.9981"
CACHE Gold,"$        237,337.3191"
STEP,"$        942,845.0062"
SaTT,"$         73,119.4843"
ThreeFold,"$         65,420.4139"
Tranche Finance,"$         32,718.2993"
Pickle Finance,"$      1,214,319.4141"
Cashaa,"$        562,082.7001"
EOS Force,"$        104,627.9869"
SafeMoon Inu,"$        112,442.4379"
DECOIN,"$         29,970.4489"
suterusu,"$        281,871.9515"
CumRocket,"$        103,170.5239"
SafeCoin,"$          1,975.5880"
Mirrored Amazon,"$      1,700,933.6616"
Adora Token,"$         34,005.4213"
Neblio,"$         85,072.3564"
LABS Group,"$        224,070.9099"
Prism,"$         64,633.6922"
SparkPoint,"$        275,264.8229"
Etherisc DIP Token,"$         55,546.0949"
Plian,"$         48,342.2417"
PlanetWatch,"$        283,837.2934"
Kunci Coin,"$      3,298,702.7702"
DeepBrain Chain,"$        141,832.0365"
BiFi,"$        439,618.4974"
STATERA,$              7.6993
UBIX.Network,"$      1,359,668.8578"
Anchor Neural World,"$        987,879.3027"
Mirrored Microsoft,"$      2,133,614.9885"
Sinverse,"$     10,794,525.9920"
Project TXA,"$        604,441.3139"
Moeda Loyalty Points,"$        203,289.3082"
Seele-N,"$      6,015,711.3592"
Crypton,"$        203,264.7505"
TenX,"$        110,078.3692"
Juventus Fan Token,"$      5,425,873.8568"
OAX,"$        100,460.9446"
KARMA,$             56.7882
DEXA COIN,"$        458,566.5870"
AS Roma Fan Token,"$      7,344,089.7157"
Phoenix Global (new),"$        715,607.3380"
Aidos Kuneen,"$        296,620.5533"
BaaSid,"$        209,275.5464"
Atomic Wallet Coin,"$         31,955.2413"
Bifrost (BNC),"$        692,261.2308"
Big Data Protocol,"$        663,219.0866"
Pundi X NEM,$            221.7793
Spheroid Universe,"$        107,053.3087"
Carboncoin,$              0.0000
Kromatika,"$        445,943.8245"
Diamond,"$         14,096.3709"
Niftyx Protocol,"$        105,922.5408"
Nxt,"$        159,868.0873"
ILCOIN,"$          5,425.9000"
FaraLand,"$        686,076.5209"
Trias Token (new),"$      5,187,600.7315"
Aurora,"$        247,808.4808"
DogeBonk,"$        346,357.1348"
Geeq,"$        277,031.7994"
SENSO,"$        989,551.2706"
PUBLISH,"$         35,967.2416"
EVRYNET,"$      1,938,983.3107"
FREEdom Coin,"$        684,689.7861"
Swingby,"$        372,345.2923"
OneArt,"$        123,241.7883"
RioDeFi,"$        787,675.3031"
Mirrored United States Oil Fund,"$      2,011,793.9266"
SIBCoin,$              3.1330
RocketX exchange,"$        340,579.7561"
Revomon,"$        375,123.8147"
Degenerator Meme,"$         59,652.7831"
Growth DeFi,"$         56,247.1048"
Mysterium,"$         55,772.5192"
Einsteinium,"$        201,352.9816"
Bao Finance,"$        152,132.9683"
Tokoin,"$        525,075.9389"
Wownero,"$         33,209.2193"
0xBitcoin,"$        170,286.6843"
Mirrored Alibaba,"$      1,363,980.3373"
Monolith,"$          4,057.0600"
Rangers Protocol,"$      8,605,232.9441"
BBS Network,"$         77,692.5438"
Signata,"$         11,889.5194"
HoDooi.com,"$        716,250.3864"
Florin,"$          2,791.1158"
NFTb,"$        406,981.3223"
Onooks,"$        105,362.0676"
Levolution,"$         28,534.4936"
Taraxa,"$      1,065,001.2433"
UpBots,"$        415,910.0782"
ZeroSwap,"$        851,858.3827"
Breezecoin,"$          1,704.3980"
Xend Finance,"$      3,892,397.8181"
Achain,"$        174,746.9933"
Fenerbahçe Token,"$      2,330,319.6106"
Mirrored Netflix,"$      1,069,762.9595"
GNY,"$         47,702.6515"
DEEPSPACE,"$         43,000.5386"
Litecoin Cash,$            530.8542
bitCNY,"$      5,611,138.3358"
GTONCapital,"$          5,946.5040"
EpiK Protocol,"$        990,464.1977"
Cirus Foundation,"$      1,068,567.4231"
Clearpool,"$      1,614,492.7375"
Crust Network,"$      1,040,220.2451"
Jobchain,"$        134,770.0052"
ParaSwap,"$        584,334.4048"
Venus DOT,$              0.0000
Umbrella Network,"$        796,065.4448"
Vita Inu,"$      2,322,330.2451"
STARSHIP,"$         69,935.0897"
CBC.network,"$         87,905.8770"
ExNetwork Token,$              0.0000
ColossusXT,$             29.5748
SolChicks Token,"$        188,291.3275"
Seascape Crowns,"$      1,084,996.8342"
SmartMesh,"$         48,747.7275"
Thorstarter,"$        648,572.5064"
Lamden,"$         69,945.1449"
SONM (BEP-20),"$         74,599.1161"
Sarcophagus,"$          2,859.5685"
Mirrored Twitter,"$        722,471.9548"
Lambda,"$        958,434.7225"
Monsta Infinite,"$      1,286,244.6975"
SpaceFalcon,"$         87,318.4561"
Valencia CF Fan Token,"$      1,577,181.1972"
Decentral Games ICE,"$        186,890.9717"
88mph,"$        356,203.1406"
Ferrum Network,"$        795,041.3690"
SALT,"$         30,656.2156"
mStable Governance Token: Meta (MTA),"$        780,345.7917"
Oxygen,"$      1,030,755.3447"
Skey Network,"$        653,736.0405"
Public Mint,"$         92,410.9968"
BOX Token,$              0.0000
EasyFi,"$        177,882.6154"
iMe Lab,"$        794,316.6229"
VestChain,$              0.0000
Strips Finance,"$        313,104.2160"
GMCoin,"$         75,726.8477"
Viberate,"$        327,182.4941"
Lith Token,$            704.6130
GameZone,"$        730,149.5069"
QuadrantProtocol,"$         68,285.0990"
CyberMiles,"$        198,828.7837"
MetaPets,"$         33,313.0733"
Oxbull.tech,"$         80,301.2861"
Offshift,"$        236,823.3497"
Idavoll DAO,"$        134,264.6531"
Defigram,"$      1,339,533.3611"
GENRE,$              0.0000
Arsenal Fan Token,"$        490,761.4313"
ADAPad,"$        137,739.1991"
Dfyn Network,"$      1,212,091.4346"
Idle,"$         29,583.1467"
Ghost,"$          5,048.1464"
Unbound,"$        219,869.0839"
Revolve Games,"$         58,165.2982"
Pacoca,"$        204,064.0507"
FNDZ,"$        213,724.0154"
Enecuum,"$        428,101.8722"
Portion,"$          4,922.5217"
LuaSwap,"$         37,583.8560"
DuckDaoDime,"$        322,424.4840"
Rotharium,"$        133,914.4398"
Oddz,"$        303,019.9205"
ArdCoin,"$         91,936.9025"
Bone ShibaSwap,"$      3,767,492.1858"
Muse,"$         71,765.2588"
Krios,$            796.2951
OTOCASH,$              0.0000
WELL,"$         70,586.6379"
Safex Cash,"$         15,422.8154"
AXIS Token,$            255.9028
FortKnoxster,"$        424,119.4200"
Digital Fitness,"$        217,334.4264"
PlotX,"$        172,210.0406"
Feathercoin,"$         16,617.6965"
TrueFeedBack,"$         55,990.0196"
Vetri,$              0.0000
APIX,"$      1,594,973.3879"
Decimated,"$        393,394.0656"
Tarot,"$        287,112.5142"
unFederalReserve,"$        387,583.7679"
Don-key,"$        187,550.2195"
KCCPAD,"$         24,865.8205"
Covesting,"$        139,591.8267"
Folgory Coin,"$         25,521.9344"
Green Ben,"$          9,725.7010"
TFL.io,$              0.0000
Credits,"$         42,238.9806"
Sonar,"$         49,225.5151"
Juggernaut,"$      1,279,801.5934"
Kattana,"$        129,970.8039"
Conceal,"$         62,551.0211"
REPO,"$        201,966.5877"
Massnet,"$      2,379,390.5690"
DOC.COM,"$        148,998.6289"
Insights Network,$              0.0000
PLATINCOIN,"$         98,185.9881"
Convergence,"$        745,016.8980"
DOGGY,"$        726,328.5812"
Wagerr,"$          8,201.9471"
Beyond Protocol,"$        543,719.4796"
Footballcoin (XFC),"$        120,288.6085"
Elemon,"$         65,088.7835"
StakeCubeCoin,"$          4,199.0093"
TOP,"$        544,973.1158"
DiFy.Finance,$              0.0000
Integral,"$        411,356.0157"
WOOF,"$         51,094.1193"
DeFiner,"$        255,515.2977"
Kalao,"$        512,487.9015"
OG Fan Token,"$      4,458,397.7751"
YUSRA,$              0.0000
ZBG Token,"$         99,838.5767"
Botto,"$         66,546.9293"
Mist,"$      1,471,593.5807"
ALLY,"$         29,783.9627"
TrueChain,"$        169,486.8179"
Basid Coin,$              0.0000
Bibox Token,"$      4,146,352.8181"
CyberVein,"$        116,019.5800"
UFC Fan Token,"$        214,732.1746"
Project Pai,"$          2,437.3565"
Unslashed Finance,"$         15,994.4847"
Smartlands Network,$              0.0000
MONK,"$         15,023.3160"
VeriDocGlobal,$              0.0000
WagyuSwap,"$        204,651.3452"
DOSE,"$      3,177,766.1684"
Matrix AI Network,"$        376,426.4438"
MASQ,"$        123,230.9676"
Iconic Token,"$          2,154.3755"
Ryoshi Token,"$         85,174.1240"
AXPR,"$         83,279.5848"
UniLayer,"$        973,324.5171"
Monetha,"$        128,631.3290"
Bridge Mutual,"$         61,706.6130"
BOOM,$              0.0000
CyberFi Token,"$         51,678.6929"
Vabble,"$         45,819.6028"
EvidenZ,"$         11,211.6187"
Bird.Money,"$         72,644.0597"
VINchain,"$        189,654.0048"
Garlicoin,"$          3,754.1915"
Gridcoin,"$         24,587.2248"
Kommunitas,"$        367,211.6899"
ARMOR,"$         36,646.0877"
MintMe.com Coin,"$          2,030.8097"
Lympo,"$        347,395.8417"
Nord Finance,"$        560,870.7861"
Arcona,"$         62,482.0923"
Factom,"$         38,502.6661"
Sakura,"$      1,383,457.1812"
Kambria,"$         44,069.8797"
WebDollar,"$         78,175.9095"
ClearDAO,"$      2,202,625.6801"
Lightning,"$         29,939.7392"
BlockWallet,"$        400,354.3576"
MIR COIN,"$         34,912.8904"
NewYorkCoin,$            864.3842
YUMMY,"$        159,523.6904"
TENT,$              0.0000
Metaverse Dualchain Network Architecture,"$         18,384.4380"
YF Link,$             87.9004
Ripio Credit Network,"$         27,696.1533"
Virtue Poker,"$         66,297.5783"
Attila,"$         21,742.4887"
MicroPets,"$        268,626.7539"
TOWER,"$        934,231.6725"
CryptoBlades,"$        807,151.9400"
1-UP Platform,"$         64,787.3995"
Yield Optimization Platform & Protocol,"$        277,758.2921"
GAMB,"$         26,536.1399"
SunContract,"$        318,759.3521"
The ChampCoin,$              0.0000
Tiger King Coin,"$         22,293.7672"
BillionHappiness,"$        108,822.7867"
Wall Street Games,"$      2,722,005.2145"
1World,"$          1,372.3752"
High Performance Blockchain,"$        253,955.4481"
AMLT,$            547.8648
Monavale,"$         41,295.9408"
Skycoin,$              8.7809
Mcashchain,$              0.0000
QuickX Protocol,$              9.5083
Synthetify,"$        128,589.6949"
DeFi Yield Protocol,"$      1,099,782.1714"
EXMO Coin,"$        122,325.4836"
Life Crypto,"$      1,473,143.7093"
Razor Network,"$        375,092.8949"
EOSDT,$              0.9357
Decentr,"$        343,652.5545"
YAM V3,"$        151,385.4897"
42-coin,$              0.0000
Idena,"$         98,815.7680"
OIN Finance,"$        325,133.0243"
Unido EP,"$        145,115.6791"
Blockzero Labs,"$         63,463.7965"
Hiveterminal Token,"$          2,423.3659"
SmartCredit Token,$            809.0498
INT,"$        248,700.6055"
Pillar,"$         50,928.9131"
Databroker,$            319.9852
QLC Chain,"$         85,389.1222"
Blocknet,"$          2,322.6506"
Eden,"$      2,865,876.3987"
BitcoinZ,"$         50,653.6960"
BollyCoin,"$        203,537.0765"
Nabox,"$        554,404.2739"
KickToken,"$        597,463.1087"
Strong,"$      1,013,240.6770"
Furucombo,"$        642,381.8536"
YetiCoin,"$         87,644.6886"
ClinTex CTi,"$        580,710.5491"
SHOPX,"$      8,797,806.4302"
PowerTrade Fuel,"$         57,862.9775"
Hyve,"$        101,408.3186"
XY Finance,"$        328,366.2798"
Isiklar Coin,"$        322,966.6175"
NFT Index,"$          8,981.0025"
Perth Mint Gold Token,"$         13,659.0141"
Impossible Finance,"$         37,366.6797"
Moneytoken,$              0.0000
Edgeless,$              0.0380
Finxflo,"$         29,086.0336"
Empty Set Dollar,"$         27,091.4805"
pEOS,$            606.4938
SAFE DEAL,"$          3,208.5999"
Hydro Protocol,"$         30,818.2493"
Goldcoin,"$          4,363.6052"
Dimecoin,$              0.0000
AstroSwap,"$        149,733.4483"
Gather,"$        589,756.1833"
SpaceChain,"$         23,802.0474"
TransferCoin,$              0.0000
Landshare,"$        201,907.5779"
Cryptocean,"$         63,092.5227"
Gulden,"$          4,925.3500"
Hedget,"$        291,723.9100"
Olyseum,"$         19,878.3182"
Eminer,"$        351,303.7255"
Gunstar Metaverse,"$        183,432.0022"
Paribus,"$      1,003,245.1961"
Bondly,"$        321,337.9451"
The Crypto Prophecies,"$        401,842.4086"
RING X PLATFORM,"$      1,336,358.4730"
VIDY,"$        352,287.2017"
DeepOnion,$            820.6631
Zap,"$         52,910.2227"
ROCO FINANCE,"$        535,185.9842"
blockbank,"$        197,234.0616"
Binamon,"$      1,317,605.4557"
EUNO,$            434.0264
LOCGame,"$        690,133.8108"
Brokoli Network,"$         54,352.3425"
Egretia,"$         49,530.0594"
CryptoFranc,"$         24,664.8304"
Heroes Chained,"$        278,866.5779"
Unistake,"$         22,817.4398"
Binemon,"$      1,981,006.3977"
HEROcoin,"$         30,132.6633"
Fear,"$        725,908.8096"
Ubiq,"$          2,029.4539"
Jigstack,"$          6,993.5334"
OctoFi,"$         41,118.0218"
Dogey-Inu,$            429.0298
DAEX,"$          8,246.7567"
Azbit,$              0.0000
Plant Vs Undead,"$        183,445.3803"
Caspian,"$         21,316.2077"
King Shiba,"$        116,582.2333"
Bitspawn,"$        225,745.4502"
PieDAO DOUGH v2,"$         78,347.6447"
UniMex Network,"$         41,387.9832"
VIG,$            618.8694
COVA,$             96.8371
NFT,"$         31,741.4177"
Equalizer,"$         30,369.0644"
RealFevr,"$        314,690.7674"
Cryptaur,$              0.0000
Cindicator,$            314.3359
ParkinGo,$             42.2932
Cyclone Protocol,"$         73,216.1849"
BitCore,"$         91,602.3726"
GHOSTPRISM,$              0.0000
TopBidder,$              0.0000
TOKPIE,"$          9,443.8956"
VIBE,"$          3,170.6105"
Stream Protocol,"$          8,682.6996"
Inex Project,$              0.0000
Bloom,"$          4,050.4423"
IG Gold,"$          6,729.5876"
Polker,"$        307,471.7332"
Soldex,"$        744,847.2656"
Fabric,"$        117,204.0253"
CRD Network,$              0.0000
Kira Network,"$        425,730.8490"
PEPS Coin,"$          7,929.3978"
Autobahn Network,"$         19,389.2906"
Hyprr,"$        277,663.7054"
KamPay,"$        425,492.1203"
PLANET,"$        119,578.9567"
SENATE,"$        142,279.3593"
LiquidApps,"$          3,160.3178"
RealTract,$              0.0000
Cred,"$        912,466.7541"
Integritee Network,"$         14,239.0326"
Vexanium,"$         55,923.8470"
Refinable,"$      1,403,192.1142"
Hord,"$        198,943.4818"
PUTinCoin,"$          1,564.6647"
SmartCash,"$        115,706.4207"
Eden,$              3.7134
Patron,$              0.0000
CPChain,"$        241,969.1699"
carVertical,"$        120,331.6464"
Loser Coin,"$        476,162.2979"
Burency,"$         80,553.9259"
Cryptonovae,"$         37,215.9436"
SYNC Network,"$          1,297.6117"
Göztepe S.K. Fan Token,"$      1,807,922.4583"
Pawthereum,"$          6,001.3299"
Horizon Protocol,"$         65,245.8047"
Emercoin,"$          9,321.2565"
Swerve,"$      1,988,510.1074"
Metrix Coin,"$        182,615.9260"
Cajutel,$              0.0000
ETHPad,"$        424,048.1381"
Rhythm,"$          7,041.8464"
HTMLCOIN,"$          3,806.2234"
Tycoon,"$        228,119.6687"
EXRNchain,$              0.0000
Omni,$            849.6441
Rublix,$             83.2282
YOU COIN,"$        202,570.3113"
Opium,"$        151,967.6621"
PWR Coin,$              0.0000
WOWswap,"$         45,806.0443"
Medacoin,"$         18,748.9740"
AME Chain,"$        208,289.8205"
Neural Protocol,$              0.0000
Lanceria,"$        166,150.8671"
Gleec,"$        170,727.2092"
CoinMerge (ERC-20),"$          2,689.6195"
Duck DAO (DLP Duck Token),"$         19,053.4109"
Honest,"$        306,773.4018"
My DeFi Pet,"$      1,090,786.4840"
Xaurum,"$         23,591.1750"
Kaby Arena,"$         84,003.5558"
Curate,"$      1,818,346.6880"
Primecoin,$            813.1663
Kuai Token,"$        917,512.2865"
Graviocoin,$            109.7528
Unicly Mystic Axies Collection,$              0.0000
disBalancer,"$         91,100.9459"
UnMarshal,"$        694,307.3663"
CUTcoin,$            524.0207
Plasma Finance,"$         58,898.6591"
Effect Network,"$         93,673.4196"
BlackCoin,"$          1,774.1866"
ZUSD,"$         87,933.0653"
Whiteheart,"$         47,745.8766"
Raven Protocol,$            281.0391
Graphlinq Protocol,"$        222,996.4307"
Hakka.Finance,"$          6,427.3273"
FairGame,"$        687,117.7909"
ChessCoin,$              0.0000
Ditto,$            134.2647
WinStars.live,$              0.0000
Float Protocol (Bank),"$         37,247.4487"
Prosper,"$      3,097,027.7180"
Crust Shadow,$            989.9292
Origin Sport,"$         59,610.3406"
e-Gulden,$             73.8116
CHADS VC,$            106.2030
Stakenet,$              0.0000
HiCoin,$              0.0000
XCarnival,"$     10,451,719.7042"
Props Token,"$         88,176.3604"
LinkEye,"$         54,516.3802"
Odyssey,"$      1,176,155.4255"
Nitro Network,"$         13,781.9406"
CoinMerge (BEP-20),"$         12,087.2556"
Famcentral,"$         15,505.3869"
Hush,$            587.5110
KIWIGO,"$         38,313.7371"
X-CASH,"$          1,452.8060"
TenUp,"$        137,929.4161"
AnRKey X,"$         67,407.8386"
Bismuth,"$          5,437.0869"
Polytrade,"$      1,020,274.2666"
Leeds United Fan Token,"$        175,860.5213"
